ChainId,Address,Value
42161,0x167d87a906da361a10061fe42bbe89451c2ee584,50942.2281
42161,0x0a3043f9d2b1c6ccfc492eb59af5156f378c57bd,42027.61653
42161,0x6e74053a3798e0fc9a9775f7995316b27f21c4d2,39470.77875
42161,0xec092c15e8d5a48a77cde36827f8e228ce39471a,29995.02118
42161,0x0000008650dabd27ffad2d6ca7a1f6fe8a16f557,11986.60461
42161,0x380ba929de57d8f74b418f0c90d0d1cb19df914c,5331.394319
42161,0x9772fedc43123a6efbd1965617d0e079de2689e4,4993.685031
42161,0x4127143a866bf5d8ad2afb6de8e63164b8ad5bf6,4745.837863
42161,0xe61d9ed1e5dc261d1e90a99304fadcef2c76fd10,4678.025628
42161,0xe45218b20ce500cd132bc6312f291827f3d6db32,4307.690358
42161,0x6ae098a5035a885a1e564fc859093fd67fa5e603,4278.146313
42161,0x7ecf3629e27b410d6a277cdca9c99240706eebec,4174.015595
42161,0xa947820e1e4a0af5a46784e63cc3e2fc7d155f36,4173.566578
42161,0x891c16d225e4fd30d0874bf2e139b0c11a459a07,3223.771034
42161,0x13ae1730eaddd8dab80393c570af0a01629708e3,3008.673193
42161,0x00481898361901f3e49bfe3e40872d09e93c2c11,2988.258599
42161,0x104b9e2e3071ec859839b301ed4a8de594bff2c5,2743.928565
42161,0x3f32a16b1f32f438ccec5e9f2302b3aab6ed21f8,2639.53837
42161,0xbe2f0354d970265bfc36d383af77f72736b81b54,2617.977178
42161,0xd1a0b66835d830e9ada42eef436f3aa8005b20b5,2461.539536
42161,0x011b0a055e02425461a1ae95b30f483c4ff05be7,2314.69732
42161,0x2a0df2e096d378d3d4149539f4eff1a0a748af92,2148.768586
42161,0x6e868846b2182235c16fd122fcd44739e55a58e4,2130.889065
42161,0x73aa77b4ab6d6be9f5c5206393472a0e86081471,2038.397937
42161,0xdb2b9d473014d8c6a5e55da92205199457ba6624,1994.14134
42161,0xb3bfb32977cfd6200ab9537e3703e501d8381c9b,1965.322254
42161,0xeb432905497d9ed2f0a8a9aac9053a0108746c1a,1923.647538
42161,0xfcf80133cd4e8d79ddf8125a32980398a0b074d0,1734.521701
42161,0xcafc58de1e6a071790efbb6b83b35397023e1544,1732.395487
42161,0x6e81417b312917305d12f76fa3b6bd66ffaa75e7,1713.114533
42161,0xf51e5a0a85d29aa0508894405d734bcf044dcb5b,1660.976066
42161,0xd9486f1bec96fd08865314133e8cad8e4c1651bc,1647.682085
42161,0xcba1a275e2d858ecffaf7a87f606f74b719a8a93,1557.550244
42161,0xc9c384a9e7e28f7ef55903eb90947fe3ce71d475,1471.767856
42161,0x5839fa6e03aaf23b297162714c2bb0046770c626,1465.117946
42161,0x926524a86c29b7c6b789257720b2c5d287faf942,1342.998956
42161,0x56be39e75298210e53e4b371e456b988c7eade23,1330.089681
42161,0xa7eef766b1f3f3d31a0c7c6ebd0b3f31e9a87634,1315.995371
42161,0xafe6b977fcf3c634cdcd2b324b799b31fb69d708,1258.736894
42161,0x8fb20c72139b2a971ab814503d61111349f8cc78,1223.945184
42161,0xd71e74d3e67af428e3f3e86361b80f0e953e9c59,1192.943497
42161,0x2bd84c7ebc87e51e0b48d775e2b1ff3c6ab12de2,1151.161919
42161,0x7e108711771dfdb10743f016d46d75a9379ca043,1064.921104
42161,0x37ebefeab5491ad7ec00eb79e288c809ed03e36e,888.3946569
42161,0x3995888a562bb9f82a580b8c3e94adc9d8e8436b,854.3933409
42161,0x9035b69186fca1a9a43d6d5aab62822ed666e6e0,818.6659532
42161,0x30f89f5f4cf25f457b4d9cbfb64a64a97f00bed0,781.7798967
42161,0x2b12c3c2dbfab467fa899114b4996f6bcb455c24,755.8278062
42161,0xa7f5858c96792899def93be4419c14732c9d9d69,726.5195005
42161,0x6c01ec9622e50799d62ca076f2e2aa34dc840d5b,721.0815528
42161,0xede763d548fce19ac779ab52b617b1c024646bff,666.1744757
42161,0x9ace991de0bd8f2e32a357024df85b40283319f2,663.9548339
42161,0x19fa4f4aec240b9abfaff346bece20e8bc1e1039,655.6275458
42161,0xdc6b5549763d893b01a41acf0d7d77ccb44f3417,652.9102067
42161,0xe21428de432217b6939b46ec02d218e87f96a1c2,648.8392818
42161,0xc74be054feb1d6dbb2a508fd2a401a87f36ca5d8,644.3383525
42161,0x0bda0f33311e65379461d0a555bbd7669c0eaa22,625.1020447
42161,0xa4bc8e08f7ba01043b2088040255036b57edaf91,621.9886929
42161,0x32b5ec49b7737f3e07c3ae52105802bf4dff10fd,611.2292872
42161,0x6b2c9f32438678c65d88f34b6b243dfcfe39385f,603.5964188
42161,0x83090029c7f7c50b2c365648161c2f9c36bc58bd,588.8409835
42161,0xb057d918d29eaf7fcabb54757e1112998f427489,573.7463054
42161,0x146eb7ba20c4bf9f57726c201d04a6c015d85408,550.0624495
42161,0x5891be896ed4a79ed928c55b17fbbecdb46f8a00,544.9106357
42161,0x3036e0773f612597c9802b6b1ab69e0cdc2963ac,526.9938532
42161,0x0a53765848ecb8ccd820781fc47c9c95bfcf3c36,521.0181195
42161,0x644f33e837aa372568ff11afffeff72acef7189b,517.4847201
42161,0xf1196bf726ed9227507f5a8b7c87ae177124db2b,514.2092436
42161,0x64df7af696e0977771a0e1e1b1a8dd22ded3cf4b,502.4346601
42161,0xf15d1cf4c76eec1815f85acafb1062697c69a72e,495.4623109
42161,0xd61015823b60a7c6e156c887a72467a8170259d2,484.0538484
42161,0x130e6d1a52b4577b3779f7cf50295d3b28e6a593,467.0448659
42161,0x95f670c3a9c80daa38ba2a4b1d91ccd9d2f0ace5,463.4320211
42161,0x868d9a5ee67ec78fe793f5a9ca045b89a7330452,460.1903192
42161,0x72cca842a7fb986cb81efcf168282ca78578f0da,436.0408225
42161,0x0cecb92b7a674f6e371f7339e3bfdc11418d1259,430.9546726
42161,0x2fcca9685b8b64637d1cb36e20c35b207e189f64,426.7496789
42161,0x0d2bab6899c0a058b0f3162f656660a2f41a7712,418.0977667
42161,0x842b1275c0709bc1cc0c6a91436fd41d7539adb5,397.6844448
42161,0xa84f4a753f9459fa64862cab91b260d7367dfd19,395.8498534
42161,0xbe026ae67432efa9ad85b897a70e0bab0dcb1cea,384.0384903
42161,0xafd7f0e8871e517daf1242574b65e147c254fbd3,384.0098344
42161,0x765ecc4089c216385d6b1d4dc1994ff012e73d39,382.1563372
42161,0x1a4e36ed47f0e919eec35d196c5cb1b8c69bd90e,380.2213006
42161,0xe6a6ee4196d361ec4f6d587c7ebe20c50667fb39,369.9361873
42161,0x5b355ffbf7218ea0c1e80d8a098956c0a1cf03c7,357.1452979
42161,0xa4debed6824a5e42de083271e96cb3c6f66d0d54,339.7049234
42161,0x58a0949a102beff8fc33ec809f54b00c54c45118,333.0864319
42161,0x64766f7fb8ccc99c5fdba54e2e968d1d244b83be,326.5406358
42161,0xab61660f93dffca32e3f526b20dad35332080a12,324.8662487
42161,0xf424dd28154ad4461d075e3374649a85b8362ed0,317.9543919
42161,0xd456af6c73c17b3fec6c336bcdf7c55227538902,317.0771017
42161,0x970397d4be2f6ee28fc5165aad5262808685d1c9,312.7544516
42161,0x68f5da4a7027705590220143ae1073877076fff5,306.9040522
42161,0xc68030ad4df2d26d4200ffa75084ad2984a6cc18,304.8266624
42161,0x34d4075d46291e0b5c673cc58a96a6602e94ce08,302.4762359
42161,0xe88767fe8cf25d81734c6d1c42b80478bb21ea97,302.2671649
42161,0x0b047d8a08012dae90124c05d9be68605db34b68,301.8818067
42161,0x1587c94817bfaa7172f6c82e03bb2ac3a5ad6102,297.0542104
42161,0xda1d9534bef3344fa5be3b644b767b349e7415c7,296.3858242
42161,0xabbf75a59ac8838fa46bd5260501b68ab28b95f6,292.5959851
42161,0xc923dd451dfb1fc6a4608982c6c077414da06a4d,290.8863784
42161,0x40f246f1cf7e20547a8ab503eb1dff59238a3dd0,290.4067789
42161,0x7cab04c9ffa76ba94448476cdad4ee4e6151eeb0,283.7953781
42161,0x472542a27301757647b81e52e8b053c42ce9979f,280.6015439
42161,0x88bc11ac7ecc805b024ffe559f44cbe9957c21fd,280.4074962
42161,0x577be3ed9a71e1c355f519bbdf5f09ba2018b1cc,278.8473555
42161,0x75592081d5fc1c38d2da8098dfe535cadbe39425,274.3689238
42161,0x7a6a59588b8106045303e1923227a2cefbec2b66,272.3307367
42161,0xe6aeabce67e1f30e4d9b54824d4f40cd0f2582b5,258.3638179
42161,0x45232d48033b129571062fb05222ef456353253e,254.6960174
42161,0xe5e3530db8b5d8cd8576cee23e8a8d9e330616ec,248.2478308
42161,0x1138f2c7e2198d6b1d7de80377454d280f6877d1,246.0830486
42161,0x8249ad2db1e63dde7c4110ada6791ca158ea7b0e,245.978301
42161,0xff9c6e3acc07792649644e97e358ec60ad22b018,245.5070752
42161,0xdd1c90a381b759fcfc4e25c7eb28dae80a01a8f1,238.2319762
42161,0xe7b387967d1c8217a964bcfe980c420df2372cfb,235.7759488
42161,0xa1a7ae2f202c5762f3c4ee2fed99e3f42c6f1f1f,232.7262374
42161,0x84acb4278360ab4a09df2f963a14724f51098518,231.5132264
42161,0x0acbbae1f057746ca9fb0c25de8fa1cca8927bd2,231.3676792
42161,0xcc72ffa1f471360dc6964fe6b9e2907d7ca55c28,230.0635078
42161,0x4ee67d558e065c6655f6a871a881e4717d97d1bd,229.2779582
42161,0xe6611d796053e7e3a78b56dc0ea462180c3729ba,228.8584375
42161,0xc1543d449136d22e5fc920109abd3cebd4e0ff39,226.4829731
42161,0xade38ad7cd00c20cdf60afdd679be32f87b7d802,223.2037816
42161,0xd4912c3e08edba5dea3156ef56a79716f776a2d9,222.4972227
42161,0x31aca8a351e67696eeccf0b7af03d41ee80998eb,219.5274692
42161,0x17ec133d0774c0e8f463e864f8a31e19c7bfd03f,216.8885503
42161,0x4ce268f49ef0726d602a8b0f22fcc543aa23bb51,216.8317882
42161,0xd0048be3375987263dcbec4c95b244e8c2f222ef,216.7046398
42161,0x98e78cd936e6d7bb685d1cb3e4f3766322057183,207.9030267
42161,0x97641a5f3ee3b0561c6bcc522f7e1bedf2c2985a,206.935905
42161,0x28dcb126c37b551b244b75be5d1f885c38dba24b,206.4255271
42161,0x665e9bce744c37ff056787d4521a73bafa882dbd,205.8266939
42161,0xcbbfa40f36f0fda22f28bc25e43d52573d6826db,205.6146226
42161,0xd67fb36a5a04fde794637c8efe9bb459c592b160,201.7021539
42161,0x4b7292679d439ccd83b972a5ff848b47391affca,201.2941188
42161,0x417fea5f99e22512e2bd5ec9d7a1afe57838e799,196.8760954
42161,0x4fe6b3c5f964ae3cd6f9771254364718892b2253,196.5821886
42161,0xb84815e09f6d24767eeb46cd30f6ec088d599896,195.8090542
42161,0x23d0f8944468f79fb06850c136a0e6b3ee4a450f,192.0251537
42161,0x5920ca4a51d93052f111e90c387f70bcf723ea3f,189.3471475
42161,0x733ab147ef8f4efea84ced248f1afe74fbe21582,189.009615
42161,0x3838c954d0629918578847378ee22e6778473239,188.4155651
42161,0xc06741a532e54192c23f7e306603fbdb70eabb85,187.622431
42161,0x9132da58c878b70f1c251d77117d249bc237248f,186.2027511
42161,0x9cb016669c235ccebcd2fbbffa2d8d3a2247b02c,184.051762
42161,0xdb10d21f28a34fd04e4425eac777483798f7e217,183.0433668
42161,0xd1cc3fc83a8ad11664c6612d34645e1c0b0d6501,178.6359846
42161,0xbb518c7a5870317f2ddca6417deea7445f12c588,176.6076756
42161,0xc3202e5d1968abfa066297e328c447399eb79d1c,176.5813384
42161,0xa92a34360ff605a7012e946e148b86cf0923eab2,176.3216804
42161,0x97db0e57b1c315a08cc889ed405adb100d7f137d,173.5713567
