Address,Balance
0x5b181e9e67c4f09f5d0229a458db6b0c07f6184e,18831.61
0xf93ea91d48e3fcb4a9d710c6493b4f6bccbe4943,18766.48
0x605572243c30af7493707c9c8e8aa2ee25537e9a,18641.24
0x5e30888d9a5894777ed83400390c2eaecf52991d,17852.83
0xce4dd227c59c62f03a1e4ade6a6356ded211857c,17627.76
0x4b441cd7c5085d0c255eff3db7ec3417cca1a1a0,16869.44
0x9f273c1fd76b09cb09278019a50991a5f6265b0d,16685.28
0x5c07cbbd3f74925a362acab166e9b1c59a5235c3,16048.01
0x6c2693f5a936f37ed03cfa8465bf2d8beff19a0f,16043.56
0xa4c63a2e8d0556ddb36c6544625284c663642387,15353.65
0xff2ce9d334df35ed9fcb155f33856b638ec5d3a5,15162.68
0xdcb5a4b6ee39447d700f4fa3303b1d1c25ea9ca7,15111.95
0x0c251946301468086e557760f55f2e0622ef5ffa,14937.66
0x8460ee8d92e3ae04229a2fec707eb0d7f9fda499,14719.02
0x36cc7b13029b5dee4034745fb4f24034f3f2ffc6,14645.22
0x3794a52e13e24fdd9ec69d2358c09960db685919,14637.45
0xca6202803af63e352f4d74960b4321269414a27e,14450.69
0x6734597db192a39e09f9689458d8f9b4c5011dbe,14199.79
0xb748aa0e455540f1b215cc397df462132b39647e,14197.46
0x872467ec14a2fe93391d1677d7bbe467076dfab5,14196.65
0xd6a0f4e253e243772da73e6f4f7b1fdfe54aea5a,13967.99
0x382488466990e39315d4f874ecfb660952aef659,13882.62
0xff53f79159802b1f79f7c0ed01de4710d1a6cdcb,13821.25
0xac1b80e06f970879bfb8f2b92b59442593f332b6,13814.95
0x150fb0cfa5bf3d4023ba198c725b6dcbc1577f21,13787.33
0x129f69c866da2ed568cf77b3df0e8f33316ac702,13550.42
0x4553ed5d8d3731e629f67bd86abd021175f31848,13522.17
0xdb9d281c3d29baa9587f5dac99dd982156913913,13461.69
0x34fd90a263d567fd2ebc27241b732ddf27bb26d2,13444.44
0x4d782d1ec2657d9c6c6df3cb175a27872a17dad8,13412.69
0x284f36888fa58a0a36b132331a26f44f86487afd,13267.11
0xbd879277ead22771acdd35f13243b8bdfd54bb9b,13213.73
0x0668fe058aee08633e00469cfab22c5efa58c3f2,13145.08
0xeb7a12fe169c98748eb20ce8286eaccf4876643b,12965.34
0x3a8aad9d5ba17b9fd40036cf97c9ffcb015c1be5,12944.83
0xb32beb8516e95293fe9b2fed95922159e9d01ad1,12817.61
0x25b5bfa62b8c3decf938729bec5ced71fbba661e,12632.13
0x2a660286f42b2ec576fec29afd46bd6103cdd2da,12498.35
0xe4a0756111f5ff76617dc2b2b89715af110d4f83,12351.84
0x68a9857b0e540e5a800151d3e4a33037191a5dc4,12328.33
0x74a08239556b77de864e365d6e17daba2ec24aa3,12259.18
0xeda18bbf6d77a93ba70fee0d2f317bdd23032770,12193.37
0x3d23b4e75329024328029b78dbe5d761b58162ed,12055.97
0xe4bdfe211255fed62ec74fa13b286354e15a945a,12000.80
0x4ab2fe5fb959bae7066ee627c24915b63e244519,11692.25
0x32897a9183420b0e1e53744ae81d8fbb7dc8778d,11579.76
0xc0aef1759a279ced58223f34e0fe6426610b1bee,11462.19
0xc4e3daf468444fc26362016fe748d68a324203cf,11451.57
0xddc60d163015cf5ca1369d557a2ca1cc2de1f1e3,11332.39
0x94a468fcb53a043bf5cd95ef21892e02c71134be,11315.03
0xf2a7594190d0a719f43bb79f90a45414282e0261,11199.83
0x7da8e2a56901552a1affc74063569e533c6a77dc,11184.04
0x5ac453eec44c1b53dfe4984b1a57a38f6117afca,11000.00
0xf1d75e75e375d0656bedad4c0298f4c4668b3e21,10822.75
0xde8aa7c820d767572837f5e43f385e98978233a4,10714.22
0xb74125df13cb9194d93d8b62e0db30352f2b8001,10684.90
0x23a4d7dba12d8023970a3bc33478a047d97ab632,10408.74
0x3955192ac5ba00f9ec028aea240d8177f48c70dc,10379.95
0xc59a1a2ed72eb7b31b8eaedab1f6f8d8c8881365,10224.42
0x257613b32cb5e6306a536e2160e5eda987f851cf,10221.67
0x34ff77a853a14579d2120ac08c5e342cee08ad71,10192.08
0x668b092f5cf9c9d4b65d79f7fb41c37b6e29b5af,10130.91
0x15b59215272d779d3f2a8673149541d1f9ff37df,10109.64
0x256e063f7fb60a3004d13e1d09e7a9d200a5c5ba,10021.40
0x99227152ed70a61211507af224c478d3c50eaed1,10000.68
0xb9542f9e7ab332346c818483bb8f3292a0653ab7,10000.12
0xf981a33484e26cab32963aa37618c4440abf67cf,9987.80
0x7181c3302c07533639bbd81c4c490450c2668c3b,9970.42
0x7c1bbfada0e2353eeb6820c64731797f63a8e571,9949.99
0x21606ee18fc1c9b398c25f56e98e6035ab434299,9820.25
0xa0b0f16635a7de426c1033275d069d5153440252,9367.32
0x93f5af632ce523286e033f0510e9b3c9710f4489,9341.61
0xdd20ac8c093e82b5e44f94db8a46ce9bdd8764b2,9337.30
0x4f46c9d3257d95e35a2441df2fdf293af13f47d9,9285.93
0xc99ec169ab531182f05ae415a0d96cdedb4242cf,9220.42
0x9b3d56aa1a52a0a39f2494573ccfe059fbe97f2a,9198.38
0x413e713ccd15a135ac96526ba7d2ccf7f4cb44c8,9111.30
0x43dd14ca56c86c55f5cbdeb9a4515784f76a5134,9098.02
0xb2dd7f7a0c94364067ade38ab28ad18d124bb329,9054.33
0xf24b73a328df29cdde804acf605b8722ad5030da,9040.05
0x44aac8a5450461b39eabfa1ca0758ff73498d7f9,9013.63
0x08778a1696b8934a701814bde9bccd39a14dafb0,8937.89
0x13dbabe8ff38daafd1bacbff0dfaf90c754ac909,8911.33
0x5f67326fce55063cfe97daaeefe7100cdfeeec20,8838.01
0x310ddc109ee6fbbb9edf0abcb3aa7da0728a2a80,8827.31
0x1d7d6598c766485dc89746fd9bda82c21df128a9,8826.87
0x4dee9375240b7e77b512fca825a08f391312116a,8771.71
0xfc2a6bc52bd725f5a4945002054eddb5f9230d62,8741.06
0x310a127011375a3f07a2ee7f4a6137b38ba3c510,8687.72
0x243d955c68a09d69ded62d1b98808c9ceba2c6eb,8681.11
0xbadf2f0d3cbeed17924b5fa536bbc84ad7bd17b7,8649.05
0xb40f5f950cdd7b0fc809a3f0ddb654adbadb7171,8479.84
0xab9497de5d2d768ca9d65c4efb19b538927f6732,8456.36
0x0536875720bb7cf9fe9a93caae834ff281beaf7c,8389.19
0xfade41403a1eee72d805c42f1eaf5f53a54d0e0d,8363.53
0xf0754756e71aac7ad2b6497e7006f5e44d68d592,8268.61
0x585fef5c0c5f6ca8c3f64d9c802931005239d33b,8262.24
0x7c9edc93ec8b80b7dd1e548a476c6dcf676549be,8036.45
0x65f26954f3014f4356876cb1806a56258f6965e8,7984.20
0xe026c89d9c4872118076466610b8f3cfd8822825,7958.05
0x377cbe7ce6bed4f3518e5a7a587aaf85efc18225,7895.33
0x954cb370d4b53fa2948e90a202cc213d5b803cad,7849.36
0x943799a3d65c2f6e88c849a4a10a14eb39b007bf,7773.86
0x6bb344c0c70a0d8538e23d4a49f26913ca84be4b,7752.87
0x4717e47008ff0d4469f6ae08a52707640473caa6,7711.20
0x480b6ecd9ae143102f90ef2caf05364e3021905e,7708.88
0x02517411f32ac2481753ad3045ca19d58e448a01,7696.49
0xed8e4430689fe60bdc8a757dcf09bf12f9aff013,7685.55
0x84a4073557d56fce075708e7d7e8ab9afe4841ef,7673.89
0x08d7539745efbd63a440486adb54481d03c0ed76,7625.43
0xb11e239910eaafa78fa925e566c20bc611fd4995,7524.71
0x2ea0d5b3f17b5be53dbedd71fd37b300660bea7e,7503.70
0x371fa0543cd5e59c76373b7ed9c0f818a02746b2,7386.06
0x045038d82b5c27b5c992994cd4129aa80fd1a20c,7371.57
0xef616b8b7e5f1a6387976e249b56e8e131aeaaf6,7317.22
0x1802d2ee87e11b56a0ba3ecc56b49fdbdc13f01f,7306.10
0x70192b2f68ad1840dfb5ff051b80f730373e81b8,7296.86
0xfb74196eccf35a260dd5cfd300baa37ae058b6c0,7295.14
0x77c4a515d6779f358d9c70b78c18715ee352cadc,7278.01
0x580d0d0c52fee405c0fa7447edeb9625d4a3fa3b,7219.77
0xbe42e8c0442d74a9700e2950a364c4fd9ba2b858,7148.97
0x3b3540c429e6cec4f63d161ad2788a7d4a9a7b2b,7101.89
0xeefd6537adbda7b1a9da3f6607dda26b048489c2,7091.52
0x55beb2c7a8eaab0e27beb23b315ddf68a1439f05,7080.00
0x140a1773d1a44393a4dc5397285b2e0ca86dff5b,6992.35
0xb5d7f764efa3b35c3023389fc3117499cdceb868,6929.02
0xb1f980a4a0525aa4959e26fc9919de36fa998e59,6913.90
0x3b5e3707bd273c5c19ce04076c3da54ec3abdfdf,6874.66
0xb8034521bb1a343d556e5005680b3f17ffc74bed,6800.00
0xd87ecc7533273877fc5b945453f9dfd32cb95509,6744.91
0x97b29b76fbc0ed87cf6a7100b2ce4a5481c25626,6708.74
0xb68bb857b226ce4fc1f10637188bb2af2a07e759,6708.68
0x905523f83ab5c358b5d8c4a0ee176f9f5ab216aa,6671.25
0x8307c2ceaf56c4414a27683b6e31120aed42a947,6653.87
0xa6dbc1a93958fb3083dfe013c8282dafa2a6b667,6585.37
0x3ec783b1c10d39f1653c20c821e0ed810eaf6a2e,6567.76
0x5ebfb9bd45086fcbe61f5f991f5495698cb9ff7b,6524.88
0xd7b4a3a5562cee602fc2797b6ff102558a7a9ccc,6509.35
0xc9cd053c8e5e3da98db214c49fb3fd3cd9af8ad3,6499.61
0xc03876ddf9fbdc47ae66bc4c7a639f0d78d90904,6414.37
0x0f89e880c863d5ad296df064f65fc78f7108ffc8,6386.74
0x9a20a5b173b938f846b00875833af437dd7a1716,6375.27
0xe495cc8f3e4414319f09c770d0a1a43d8ae4801f,6327.67
0x12c1b30f90b7fdff8d52db777e4defd5010858bc,6258.67
0xa12e75e7c5f64e2ffa262fa3d2279137abbac123,6244.00
0x66bf0d32cb0ac017f4629ee77895410a0b911ef7,6232.80
0xc00a6614b8030ce216302016e11c6b4140b5e499,6157.19
0xfc4b2a62a06cb2e1c6a743e9ae327bb16977e4c1,6142.54
0x8e2f7d5aaae5abbd5052acb74019b9b11cb74349,6104.40
0x843988f65c0004b1e7de4f1fd1d255b0fe4a883e,6077.97
0x4b45de182c358d0a8f0819a2cf74487a8ea4b72c,6024.27
0xbfe39176695a5d02fb27318b357f25a0496de450,6024.11
0x14fdbab1c203b08fae40dee74ce0736e57a18a3a,5936.59
0x0dc3b66a3a6b9415c8041e4b77b7dfd041a9c30c,5832.73
0x64709afad07004beb53d76ff26c5549a84f3a583,5781.30
0x881dd85238ca7a71d12e6499405c9a51a25355c6,5736.22
0xfcbb223ed5a57005ddb37ca401cfcf807c4d7ecb,5731.31
0xdc86aa40d05abbd0eb76ad1ec6fec418f7fd8be2,5725.55
0xed20d792d027957f2fbf606b575fdfc6d85112af,5650.30
0xb13dc69991da517026b17f08a380294d6e66418b,5573.81
0x05ea47b346efc82fe82bd3c54c2e005d0e6e3674,5548.78
0x4993be2d24c2dd912d7b25922a652e8bb26f9a1d,5537.65
0xad94490585b60ef1c3552932f74414368653fafa,5472.53
0xd71757ba6918260cb7943151a1a156fdaafed1ac,5407.40
0x4319fa758e3d7024e5cea1943343c9dc641cffc4,5361.22
0x79de94f7db2800b4d8a56fd8a5becef416bbd02b,5311.02
0x5a577dd5a90be0feba8b596e2509289df8cbaff7,5290.48
0x6de0e7346b27c87e50b624f040c058d6e82552d1,5261.19
0x6320d43fe9939efad4d48bfcdc63c06bafc2fe3d,5213.11
0x5e79603479ddf547ce0523d78ee4fea348dcb524,5026.39
0x1825eccfefa66dc2e2114ddd16e93ff94fffee35,5025.56
0xe085f782e3168c1349296420474aedb62797019a,5008.57
0x733cd167f6c5eab7b117c98dc6e8b9f1ebd27772,5000.00
0x679016b3f8e98673f85c6f72567f22b58aa15a54,5000.00
0x8eb3e91cdb937941bfde3673151b1980bca062d7,4983.22
0x0ca1915a5d3d856b3d0793c4bc234e17d76b65d1,4974.37
0xf6ce8f4d9af917823fee582298810e4f0d947e0e,4935.73
0xf92660595bbf1c76071f262e186bd2182815c613,4935.00
0x72d4d59f31d0cb4a4213a5dc81fc0108241ecc71,4906.09
0xfa7f7967328abf5087c9e609b0c1a543aa9a6abb,4905.79
0x7c336be27c74c809d684974cd7c40af99f97b874,4900.21
0x01e22735075e1a15ae74375126d812dd890010e7,4834.04
0x02dbd1aa375c7d00ecf1de198158ffa332110d47,4715.97
0xdfc1256e1dbb03257b18b5448adf43aaf57c5e9b,4691.18
0xc92980d19e7399911f595053894408ad24380324,4677.67
0xe1063fa58952fa22b17852910fc88ce46909d197,4520.12
0xed3b439ca1787c1cd1855151c799d520d319d80d,4500.81
0xfa4a45d755ea1c2b72dd581b3e05dde3bfc13fad,4500.00
0x50b17bd57edde87d1c1dfac65549a74a995e0a18,4487.27
0x6cb9dbf399775bb75c1b24e9928a5a14295f08d5,4478.46
0xcc50bb70f20d316d265f616ff07d55a846110981,4449.82
0x99655ca16c742b46a4a05afaf0f7798c336fd279,4405.34
0x0d6baa0bb6baf05fc0d7540b0df3a3239527dc15,4341.32
0x0afc923a39accf090540cc67480b6dd338188144,4333.12
0x97abdcd7bca13a36905eb86a5b692a12a777f1f4,4310.87
0xe2c0ea29434b11e8afa2a1649831ce53bc975e5d,4215.54
0x3c90a3d43f3f5f2d876c02ac3032fa72bc067e50,4176.40
0x0076fcc7d245f6c7aaf07238adfb48adc62bdd55,4160.67
0xb2ed9e6fbd14730ba58b8beaa5d3c5a51ef135dc,4154.60
0xd3e0d660d8fab05b34ccb7fe7681628d9a46c675,4120.22
0x5a3d7d6f998649cd01f721b99de229b767e04428,4018.61
0xdc5189f2414158c600a3f932d12e32a70d6437cb,4017.86
0x6849536eedb202f00c053652178e4b8dc1c5c1be,3972.91
0xe64757d213ba264d511a85cc9b53a24cc9e10859,3908.45
0x8b200f4c81c54d9014b4cda3f16501069fa20ab9,3883.94
0x23b4483b7c551efa8955c7e35f8a5e38c6f1fe4a,3852.55
0x01eff757ea17955beae3317444d8ee418c2fd845,3847.06
0x3d71e8a1a1038623a2def831abdf390897eb1d77,3841.54
0x41d78651428dcd28053de79513c7df9fab6225e2,3816.44
0xc5df8672232f1c2b75310e4f2b80863721705a12,3815.41
0xce5969ab83f70f32d477df7b92cc17fb19f25228,3789.26
0x14db9394d9173a5cd65b4dc4c6de7d0f44dd9b78,3784.22
0xcc106c96997ffc520a2018a575bb438d5243c931,3770.48
0x2fa01ba633c555f5b9452227153e5619c92316dd,3766.81
0x926253f534ff911348c5271b7c380884cab648ad,3719.26
0x08f214ecd776cc89f89a65c2daa62a3ab5191a2e,3694.88
0xecc2796f460f1ebac25829a933db822979e6b8e4,3685.29
0x4f13fb0dd3d43a4511c1c6ef49569287ee968ae5,3649.60
0x94e08736426948c5f463ac243416f0473f680b2b,3639.76
0xcdf46720bdf30d6bd0912162677c865d4344b0ca,3626.58
0x42dd5752336a639c0c06c5696766244cc4a87c1a,3580.87
0x4d64152d23260f399af956c6a777740cfc263d1c,3579.09
0xb33b983c2a7f4f3a6eec4053daae2552e5e56b5a,3561.14
0x4efdfc2568d42b9734a28cf34705f4c3d0a5e015,3555.24
0xcba1a275e2d858ecffaf7a87f606f74b719a8a93,3551.59
0xa902c6a26bcac4c62eb8667e3ef9368f78421db5,3547.92
0xc17e91dd86b427135f2694ed6a8bc86ee9d37c06,3525.86
0x30f32b43170804885c074aadfaf27b03d58fe663,3503.75
0x7fe972ee18feb788b64bab62e5811fd985edae0b,3491.32
0x2bd1d89b6263cf428ea13cc76ab4e988d35ad0cc,3488.78
0x36a87d1e3200225f881488e4aeedf25303febcae,3413.25
0xed5880df11107fa0c8b7b853555bde80cd75c72e,3406.60
0x4e7bf3694962fc482a16d60fd78f99db9c4c52b0,3403.61
0xcd0e675a32ebce86c78d1fe9b1e406899ca7f8fd,3400.43
0x55c2458693bca0ff80f6434390521ceca901e9af,3395.00
0xf41c22dcac379324e993cac093f582be8b4ec765,3373.06
0xe57450ffbec20a28ed6d9c29c4003271a1b15629,3371.14
0x368955efb1bf001683cb5f7ab223380caf0b86e5,3360.66
0x3fa05ef7652ad855facbec056a5889a64e366e2d,3341.26
0x04b917bff85f5400e87866111a3e46b4ed82e40d,3340.38
0xab26fb51bf4eb620cea169ca5483a711b4246c9a,3279.66
