ChainId,Address,Balance
43114,0x8173c2df21a5ea92c1e45ee7529a6881c81f1d20,315792.48
43114,0x01e22735075e1a15ae74375126d812dd890010e7,31918.99
43114,0x1587c94817bfaa7172f6c82e03bb2ac3a5ad6102,30285.38
43114,0x098dd92ae8164ee70e7be51a40b415c665fb1802,24606.05
43114,0xb6e9eb092da2d958e530dd40c0cc9c5250e17c04,17901.41
43114,0x30f89f5f4cf25f457b4d9cbfb64a64a97f00bed0,14762.99
43114,0x91eace349e2a5cec47402f07dd3ad5f3e67bfa26,12317.73
43114,0xc036caff65c1a31eaa53e60f6e17f1e6689937aa,11213.54
43114,0x22097685051c9a3d000b8765cd826f4c3da957cb,10158.44
43114,0x4082f31be15209eee22595c9597942f142045eb8,9711.24
43114,0x5fc13f8353b09fee5621f55377bea82014840029,9589.89
43114,0x46037d726d39b6e5d3593320aab5316881d0d2d5,6702.40
43114,0x1b228a002dc474c38f7e557b0c4229c24ef06750,6691.58
43114,0x331ed6a9d91519e89388fa720084561d206c2242,5265.14
43114,0xb11e239910eaafa78fa925e566c20bc611fd4995,4988.27
43114,0x334867d7ce31432cadc2c79815c674df872a07d6,4244.41
43114,0x3a5ff107f4a0159c29bb1397951f3a9268414d37,4000.09
43114,0xa0b0f16635a7de426c1033275d069d5153440252,3716.88
43114,0x37cf7b6d05686bb2dac3596f08229320078088e6,3343.90
43114,0xcec78b15261fb0787db73c547226a8b26cf6c93a,2965.45
43114,0x2e9f9c899cdc3aa1abbf7114d79821ef46c5dd53,2835.39
43114,0xe31defc4e639fc41d876253c6d5fce836cc65639,2681.61
43114,0xb34f2089268c1e7a08b5579248328b20a9f8efd9,2244.09
43114,0xcefe9b1ce9eb8df52463f78cf59b07808c033f5e,2042.36
43114,0xa2e4ffd7a02d0a8a8789bcdbe457c4f51264b7d8,2031.23
43114,0xe6ea861295af4e0d0d7f331c7b950f7da3a9d265,2000.00
43114,0xe0bce02c802233389c3c5309d279241c0638d90b,1305.70
43114,0x0129ba41a907ac27f7683d291576f2e74362c421,1103.43
43114,0xd718e6100624da78c0341d4ccea8a36753f3f0c5,1073.18
43114,0x9d7b152fbe91f330847432d31ca0ff58139420e5,1018.77
43114,0xd4518040bdde19b2d353a12b571ca53d2c8ab77a,1007.52
43114,0x63caa872c711b7e16adafbf66c659cbecd7e440f,1000.00
43114,0x03000a0ecb1898040c26cd418570cd480775f0da,946.12
43114,0x2dfddc72b4a0b6027282539ed22e6239268c1cfb,902.28
43114,0x062f76f7d701e017b9ee778c3eed7a2b72f07b90,824.58
43114,0x4e66b445a5c7b2e27fb569e8066e5a73a041ea4e,817.15
43114,0x150fb0cfa5bf3d4023ba198c725b6dcbc1577f21,764.16
43114,0xb192c32658136480e1609ea25df71c6f14efb236,748.08
43114,0x2e87d9aebe834a3c5c16af9afc23ada9b988329b,731.33
43114,0x4d3b46330ad179be69086e92872f9b0d67851c9a,694.36
43114,0xa6c558e04697aa089734c4e86434bff4d8f513b4,636.19
43114,0xb99c3d419b94fab40b413e053760c332d65f0445,625.52
43114,0xc84b3bd7b84c633f8b9c9bc5d21a50e937d43531,575.97
43114,0x088ca1140e76c10ea99185c2746d26876248ff0c,574.96
43114,0x5ede2cba38ae20eac6df5595651e4f8e5084940b,567.66
43114,0xc6aa2364203cb1c0b21cfc1de6aa835d2fd44351,552.51
43114,0x6877fdeac0d0d5d61b4ca3bbd42501a2ff02c144,492.56
43114,0xbc16879438fd8acda8c097a48d1581660d9be29b,476.55
43114,0x4a4037e53306f284cf214b733e9a54d6a5939818,452.10
43114,0x93f0842b74bdd9abc941a306a1bbbd194816cabf,415.25
43114,0x56166b994150097ad79e8db2a4cc5c2513dd0a7d,388.56
43114,0xe928a0e98e11077f056ab8d6577023ad4fd81e7b,360.45
43114,0x9a41dea12bac583fa1b5e86480e0410226e8d8f1,325.07
43114,0x885341187ba7164481c13916d4023e9b50b38bea,311.94
43114,0x5420964cd2ae976b22aee4dddf764e50fce42e1d,306.27
43114,0xc33c29b47ca3ef13ae2869a707d6d6f5bb3e9352,298.55
43114,0x7ff10a1e6ee9cdceb8bd7b3ebab81dd785c4d13e,294.07
43114,0xcf334ed02372fbef027d31a7db5dd20a54d5f00f,294.02
43114,0xeae9fed78b7e616b8a9802ab50a4467fc9570341,293.26
43114,0xb728311c5557f82050cda1bbe98dff6595be969a,287.12
43114,0xa669cddac39fafabbd5938dc1a3fc199218dd812,267.09
43114,0x36328919284c4478e804b7d4e9986c9571d68223,261.56
43114,0xd83701ccf9132bacab988fecf25cfaf42aec0bf1,252.61
43114,0xfea350f9c980a1c73429459a10913db29c31e277,223.30
43114,0x9b88ce07bd6c3d83126b12567c028040e8f74402,220.17
43114,0xa7eef766b1f3f3d31a0c7c6ebd0b3f31e9a87634,213.91
43114,0xd71757ba6918260cb7943151a1a156fdaafed1ac,208.50
43114,0x5208e413e9eba4b288d81e1fea4f296764bb31d4,205.20
43114,0x3830f1290da3fdb91a337a1458aa34f60c49ffcc,203.43
43114,0xf4b61f0d28fea9d7a71411b266f9beaa5ec76342,200.00
43114,0xc3fe182d2db9adc0f8ee7297a00a0accbda6447f,186.24
43114,0xed169cb8451f6a36312717cfe9c2c1774ff938b5,183.67
43114,0xe7c7c82ffc1fb3a85061f233805e39c15b39780b,180.38
43114,0x78b3367b0f547cd16bac453f788956afce92447b,178.52
43114,0xaa8a19d6bf655bfa3c448248ad2482d05bab6f98,177.47
43114,0x6c9c273e244c7675d991d5234d7d4acf516450fc,176.48
43114,0x5751a4548842e307d221c1d53e11971c8d643e1a,174.85
43114,0x6b2fe578cdc2dad5f6ba5c1eef2f9ec4e4362573,170.15
43114,0xca531dd0cd903875e5d1e2454dfb07d37b6ea015,168.39
43114,0xafeddf47589d5c9c58754143c04dc5ccd9820909,154.44
43114,0xde2f0f1e9dc7247880689a57e044f725c337eb64,152.05
43114,0x49dfbd2283d6a4343e6745177a5c05a6ea6c832d,150.00
43114,0xdc95905331b1b04b89bfa3144f5a2516bc0779b5,146.28
43114,0x910bf2d50fa5e014fd06666f456182d4ab7c8bd2,145.41
43114,0xb95a75ac6a7a956d39280bfec0d16c434b8115d0,145.02
43114,0xecdc2b35a4ad232b724f9e23a15b4c7ee8427303,144.54
43114,0xc963a5ca60f05e03165a04e8b9d3921444e9b30e,144.34
43114,0xa4701a688fe870d64d2a1d38797491e6e3361d6a,140.73
43114,0xe1b6727314d10e27e94b1331571ce7072b4c47f8,127.41
43114,0x1a9434ee02d99617f72752d76c4a59f97fdbeca1,124.26
43114,0xa5f293d1e848e9a45bd8f9766081e4b5992ea3e9,121.60
43114,0x507dfb5d09657dd92b72157b3df1bd663399fc98,119.28
43114,0x6b902859342ebce24f3a70ace0a6899743118a40,115.85
43114,0x6d3c776679b8d84e7cdc63a9e561343c5083f755,114.78
43114,0xe51c270dfded5313e232ab39fd03b93aba0137fd,112.24
43114,0xeeb50825b6ea17e6c40001a79e4f352f3317690b,108.08
43114,0x44042079e15b2bed922f4ffe10024e2b726c5b6c,105.72
43114,0x1d41f292b920707afb392d3c0b1cf1e23bec5fde,105.70
43114,0x0cba2cb79a0e9c50de5356d9289979c4b78b8658,103.73
43114,0x63c9d81fcd3f4ad880ccfedbd3fad433863e628d,102.27
43114,0xe51606a473dbcf89a4f28ffe092029e13c89a1b5,102.05
43114,0x3f47751c0412fd3bf48cd3b29aea249e58f0a959,100.00
43114,0x32f8c8b40b62a73d514e8be0f58074edba533937,98.70
43114,0xbec2027dd208e21e8d25821506562aa658c0ebd0,94.81
43114,0x28c972b89f2c2140a7671a4a86e5e0c7608ada78,94.43
43114,0x3f0ee3049638e287101a78d3ceb7c7cea81ab2f1,93.30
43114,0x24e219ebf46093dc5c5a748cb20b8c83e86bf09d,92.21
43114,0xa31322446260f58338435bd519f3a00a0d158091,91.31
43114,0x91831208ef824bbb986996312f2f0d92cca7bb90,90.36
43114,0x8f676ddd0e2cf1ec4047546b7d7c24c6a723dbb0,90.04
43114,0x0fcaf922a7f33201f5caf3b87e5ecb9b994c6a2a,88.13
43114,0x4f075f75f7735c378e8fe641af74453528e2fe6b,87.69
43114,0x856b63349fb6c818ea7cd7305483ae0ef6956f6c,86.73
43114,0x6630e360439df7be3f1e0edd217eb0a2ee8fa9b8,86.58
43114,0xe4fb44562bf4c7fc0ca8ec0b15b561e799eaf0c6,81.41
43114,0x531d2a7e85ca6e3c723afa1783ccaafa7c91e803,81.03
43114,0x7c236a719c0af04c78ec0074b44734c3573d71a1,80.14
