ChainId,Address,Balance
56,0x6e74053a3798e0fc9a9775f7995316b27f21c4d2,46218.54
56,0x8811da0385ccf1848b21475a42ea4d07fc5d964a,31726.85
56,0xad95a5fe898679b927c266eb2edfabc7fe268c27,12200.00
56,0xfd6d004e713e809292007c4f70daf12894a2b394,6289.62
56,0xca748cb3e3de6ceab581db13bb9362d4d55353b9,2987.93
56,0xf74f1e24c523b5b674726f0409cfcae55fc11cd3,2305.78
56,0xae35f25d082b33db3d3a8d37f41e12ff2f979071,1883.03
56,0x5135b3594e412e953f41926af79dee9a591e32ed,1810.10
56,0xce65a2b43efccd13d7a7adf2ffb0c72acde0b2f1,1421.76
56,0x0475fe2173fa5cfe6dade94ef3a45caea9f15050,927.72
56,0xeec3971213805bcbd95e05fcc2ee2be01b864a6f,707.29
56,0x7019a438c573634e918b6a477399edf34ef57063,646.01
56,0x9cb016669c235ccebcd2fbbffa2d8d3a2247b02c,484.75
56,0xd94d264ad5e700a89f36d7df201f1c8630a0454e,484.63
56,0xcb5f2ebd6431c2d890f466da492c3da97c134707,455.17
56,0xbfcc555be5b60e7af6e47ece357eef6cf5f38871,392.55
56,0x5f0ff52df8df2c5351c47b6711c33f36c5402909,390.00
56,0x1147a9d63918ca9dc756190c0fe40536d709378d,382.12
56,0x2c762ac7f77117ee55980bd87c96dc42fededfd7,337.24
56,0x25325d684c4b3908faab4a7725403ba6c39dab66,337.19
56,0x4d782d1ec2657d9c6c6df3cb175a27872a17dad8,335.68
56,0x7e14c5748f9216c1c5256d46c8d044381c477dc1,330.86
56,0x0c470f23b09847fc99e20b63aa9b0c3db13bacf7,320.01
56,0x487b4705d624b1ecbdc490fa0d645b7421e7c8a4,316.15
56,0x46e297bb22772608bd69de0cc9b8d1baab458054,284.00
56,0x0998160bdf3ff6d86a4e9d5c31e0efc3ca7e7d01,274.70
56,0x6a55fa2f0e05040d8ac50cc501364a2b3fdfd03c,261.75
56,0xdfd874a2f0e45e22de4c1f80f0c6e3c97fe008e0,245.13
56,0xeb63ee9c8be4c1d14c6d352fad5ca8f933be7af8,211.13
56,0x7305aa6b02ecbc1bbc1c3042d5a6a0fdf020ad94,203.57
56,0x9e8ce21c3e6ceeea52535a7f073f158c91a685a8,202.23
56,0x7710c9df92bf59ea2323d25566a749fbffdfe56b,190.29
56,0x6ee4e10d6a1e4e4d57b7a02515fe565bfe089cdc,189.88
56,0x60a33d2b6275bbbe16f2676681510d5fb6738eab,169.93
56,0xf8e887052118dda8341bbda046c82b070f9927bc,145.81
56,0x0a83985e4a6e8dae2b67bed4f2d9268f6806ce00,137.28
56,0xad45f74009c9750598d663cda52459258fec5062,135.63
56,0x7be7a0f8759eb126eee98fd4a6042133320b45c6,124.07
56,0x974e975382c22587bf2092341f83288467903d00,120.23
56,0x0bda0f33311e65379461d0a555bbd7669c0eaa22,119.01
56,0xfab80e77a4ee55a9b438ba3566606c8462a7f3c1,116.53
56,0x9a25fcdbf80b09658d4bba0bfe8ad6e68d5c900c,112.67
56,0xea869669210a69b035b382e0f2a498b87dc6a45c,107.35
56,0x06ed19e0998f7be5b0b6f4c6191307e6e423e53e,103.13
56,0x7f3f06a686cd3b4a8c57256b95ab5b1b081ae000,101.03
56,0x2d251d48db751385c1c22e0e8d937a372018eb8c,99.35
56,0xb3e084d2de3ff9be4a352e164a722d19d64179c3,97.69
56,0xf5e2020ca6f22169e6c68a7165852dcc4d59178c,92.10
56,0x8cc553fd466fd2c163bcda9a24d354f63318d20d,89.35
56,0x4e07ee58687a0c080f091a9dd937286ad43946d2,81.03
56,0x203e9d647ca61b986cb2058d255f66d4a2bdee28,80.83
56,0xf233bfe424977d1b4252308de34e4673441aab92,80.53
56,0xacb0b7e6f3015c8b5ea4ca101501cdf1216a1f5d,77.90
56,0x5bcbaba9704f625bdb7eb1d8a3c305737916e6ff,74.79
56,0x4b4502ae3ef491d0ab3c5c4558a6fbdb828d1f46,70.92
56,0xa0c022b8a2627c350d09074b343754d56064c0fa,70.29
56,0xca6202803af63e352f4d74960b4321269414a27e,69.19
56,0xf5c2151f5df566fe4a3e611e442c87de73e8cca7,66.67
56,0xf6a863fd6344f245ef686beb8d16b1e81391d6da,66.03
56,0x8b383f41e9200e65d711909ed4a9f3a6ec85df0b,64.59
56,0xe14a37f6d5dbe6cb523389f28d0850c8dfd9e18a,58.99
56,0x119f7dd66d234c2cc0b3ccc0fd76db6533c6ee5d,58.98
56,0xf7fa59348684087a721d91e4ee034145cf1767c7,58.59
56,0x0d86a2fd448ad216692238a28d2753def5b1d853,58.15
56,0x6a018ad51de844243ce7fb743c3e5f4481df6858,54.84
